ID_Reservasi,Rute,Tanggal,Tipe_Reservasi,Nama,No_HP,Jumlah_Penumpang,Waktu_Penjemputan,Alamat_Jemput,Kendaraan,Harga,Airlines_Code,Airlines_Company,Departure_Airport,Arrival_Airport,Durasi,Alamat_Antar
KR-0345,JUANDA-MALANG,23-07-2025,reguler,Puti Ika Sihombing,08379304597,4,17:59,"Jl. Gang Dipenogoro No. 283, JUANDA",H-2,745000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0346,MALANG-SURABAYA,11-08-2024,charter_harian,Danang Saragih,08338641964,8,10:07,"Jl. Gg. Antapani Lama No. 283, MALANG",Z-1,650000,,,,,3.0,"Jl. Jl. Cempaka No. 107, SURABAYA"
KR-0347,JUANDA-MALANG,11-05-2025,reguler,Ir. Rafi Mardhiyah,08866148213,10,16:06,"Jl. Jalan Cempaka No. 222, JUANDA",Z-1,1975000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0348,SURABAYA-MALANG,03-08-2025,charter_harian,"Galuh Damanik, S.I.Kom",08279151918,5,15:09,"Jl. Gg. Jamika No. 14, SURABAYA",Z-1,650000,,,,,8.0,"Jl. Jl. Merdeka No. 185, MALANG"
KR-0349,MALANG-SURABAYA,01-02-2024,charter_harian,Kasiyah Anggraini,08499450562,6,08:55,"Jl. Jl. HOS. Cokroaminoto No. 46, MALANG",Z-1,1200000,,,,,7.0,"Jl. Gg. Tubagus Ismail No. 177, SURABAYA"
KR-0350,MALANG-SURABAYA,04-07-2024,charter_harian,Dr. Emin Nurdiyanti,08358214137,7,16:31,"Jl. Gang Rajawali Barat No. 290, MALANG",Z-1,1800000,,,,,10.0,"Jl. Gg. Joyoboyo No. 282, SURABAYA"
KR-0351,JUANDA-MALANG,21-10-2025,charter_drop,dr. Puti Adriansyah,08235534807,3,16:46,"Jl. Gg. Gegerkalong Hilir No. 164, JUANDA",Z-1,420000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0352,SURABAYA-MALANG,11-09-2024,charter_harian,"R.M. Hardana Saragih, S.T.",08883093805,9,22:31,"Jl. Gg. Ahmad Yani No. 243, SURABAYA",H-2,1350000,,,,,9.0,"Jl. Gg. Surapati No. 118, MALANG"
KR-0353,SURABAYA-MALANG,14-08-2024,charter_harian,Talia Hakim,08200891255,9,17:40,"Jl. Jl. R.E Martadinata No. 115, SURABAYA",H-2,650000,,,,,4.0,"Jl. Jl. Ronggowarsito No. 11, MALANG"
KR-0354,MALANG-SURABAYA,16-12-2024,charter_harian,Ulya Firgantoro,08445823667,1,19:51,"Jl. Jalan HOS. Cokroaminoto No. 244, MALANG",V-52,1850000,,,,,1.0,"Jl. Jl. Tubagus Ismail No. 121, SURABAYA"
KR-0355,JUANDA-MALANG,12-04-2025,reguler,Dr. Unjani Suryatmi,08784711310,10,20:18,"Jl. Jalan Cikutra Timur No. 206, JUANDA",H-2,2075000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0356,SURABAYA-MALANG,13-02-2025,charter_harian,"Cut Ayu Farida, S.T.",08135410505,3,12:40,"Jl. Gang Kendalsari No. 285, SURABAYA",R-1,1800000,,,,,8.0,"Jl. Gang Erlangga No. 56, MALANG"
KR-0357,MALANG-JUANDA,28-11-2025,charter_drop,Ade Kuswoyo,08439831511,7,08:46,"Jl. Gg. Ciwastra No. 227, MALANG",H-2,520000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0358,SURABAYA-MALANG,18-09-2025,charter_harian,Restu Marpaung,08956051147,8,00:32,"Jl. Gg. Pasir Koja No. 117, SURABAYA",H-2,1000000,,,,,7.0,"Jl. Jalan Rajawali Timur No. 180, MALANG"
KR-0359,MALANG-SURABAYA,20-06-2024,charter_harian,"Aslijan Pranowo, M.TI.",08936351834,1,06:31,"Jl. Jl. Asia Afrika No. 17, MALANG",V-50,1200000,,,,,7.0,"Jl. Gg. Ronggowarsito No. 36, SURABAYA"
KR-0360,SURABAYA-MALANG,02-02-2025,charter_harian,Johan Agustina,08572092411,4,10:47,"Jl. Jl. Moch. Toha No. 42, SURABAYA",H-2,1800000,,,,,9.0,"Jl. Gg. Antapani Lama No. 182, MALANG"
KR-0361,MALANG-SURABAYA,13-12-2025,charter_harian,Laila Anggriawan,08853370022,6,21:01,"Jl. Gg. Cikutra Timur No. 285, MALANG",H-2,1600000,,,,,1.0,"Jl. Gg. Asia Afrika No. 8, SURABAYA"
KR-0362,MALANG-SURABAYA,20-02-2024,charter_harian,Dian Mayasari,08150320017,8,09:52,"Jl. Jl. Otto Iskandardinata No. 185, MALANG",H-2,1200000,,,,,4.0,"Jl. Gang HOS. Cokroaminoto No. 52, SURABAYA"
KR-0363,SURABAYA-MALANG,28-06-2025,charter_harian,Cinthia Prabowo,08840044378,10,08:19,"Jl. Gg. Cikapayang No. 166, SURABAYA",V-50,1000000,,,,,2.0,"Jl. Jl. Suniaraja No. 25, MALANG"
KR-0364,JUANDA-MALANG,11-06-2024,charter_drop,Prayoga Riyanti,08762098397,1,14:48,"Jl. Gang Cempaka No. 44, JUANDA",V-51,395000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0365,SURABAYA-MALANG,03-12-2024,charter_harian,Ibun Aryani,08992579391,3,15:44,"Jl. Gg. Jakarta No. 23, SURABAYA",S-2,650000,,,,,5.0,"Jl. Jalan BKR No. 14, MALANG"
KR-0366,JUANDA-MALANG,18-11-2025,reguler,Wadi Prabowo,08965161034,1,23:27,"Jl. Gang Rajawali Timur No. 203, JUANDA",H-2,330000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0367,MALANG-SURABAYA,19-07-2025,charter_harian,Dadi Andriani,08559011705,2,00:22,"Jl. Gg. Pasir Koja No. 62, MALANG",H-2,1200000,,,,,5.0,"Jl. Jalan Dr. Djunjunan No. 86, SURABAYA"
KR-0368,SURABAYA-MALANG,23-09-2025,charter_harian,Janet Utami,08127605986,10,11:03,"Jl. Jl. Jayawijaya No. 74, SURABAYA",X-2,1800000,,,,,10.0,"Jl. Jalan Tebet Barat Dalam No. 115, MALANG"
KR-0369,MALANG-JUANDA,22-01-2025,reguler,"Drs. Bahuraksa Aryani, M.M.",08015116759,3,07:40,"Jl. Gg. Cikapayang No. 89, MALANG",V-52,540000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0370,MALANG-SURABAYA,21-01-2025,charter_harian,H. Halim Nugroho,08075825088,2,17:19,"Jl. Jalan Ahmad Yani No. 245, MALANG",Z-1,650000,,,,,2.0,"Jl. Gang Ronggowarsito No. 11, SURABAYA"
KR-0371,MALANG-JUANDA,14-01-2024,charter_drop,"Irma Wibisono, S.Farm",08076388040,4,18:54,"Jl. Gang H.J Maemunah No. 238, MALANG",V-52,495000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0372,SURABAYA-MALANG,20-08-2025,charter_harian,Ian Padmasari,08580625894,4,04:29,"Jl. Jl. Erlangga No. 97, SURABAYA",Z-1,1800000,,,,,10.0,"Jl. Gang Rungkut Industri No. 284, MALANG"
KR-0373,MALANG-JUANDA,01-05-2025,charter_drop,Puti Kurniawan,08099770650,6,21:46,"Jl. Jalan Gegerkalong Hilir No. 262, MALANG",Z-1,595000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0374,MALANG-SURABAYA,27-06-2025,charter_harian,Limar Prasasta,08409268846,8,03:02,"Jl. Jalan Abdul Muis No. 200, MALANG",H-2,1200000,,,,,10.0,"Jl. Gg. Rajiman No. 243, SURABAYA"
KR-0375,MALANG-JUANDA,13-09-2024,reguler,Puji Permadi,08663855991,7,23:07,"Jl. Jalan Jamika No. 28, MALANG",H-2,1510000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0376,MALANG-SURABAYA,19-02-2025,charter_harian,"Adhiarja Tarihoran, M.Farm",08790295558,8,15:51,"Jl. Jl. Kendalsari No. 65, MALANG",H-2,650000,,,,,10.0,"Jl. Gg. Indragiri No. 135, SURABAYA"
KR-0377,MALANG-SURABAYA,26-05-2024,charter_harian,Pangeran Thamrin,08280041676,7,01:49,"Jl. Jl. Cikutra Timur No. 54, MALANG",Z-1,1000000,,,,,9.0,"Jl. Jalan Rajawali Barat No. 278, SURABAYA"
KR-0378,SURABAYA-MALANG,27-07-2025,charter_harian,Puti Halimah,08563781932,4,13:01,"Jl. Gang Veteran No. 10, SURABAYA",V-50,1000000,,,,,3.0,"Jl. Gang Rajiman No. 171, MALANG"
KR-0379,SURABAYA-MALANG,20-05-2025,charter_harian,"Dr. Balamantri Laksmiwati, S.E.",08067658441,10,08:07,"Jl. Gang Sukajadi No. 57, SURABAYA",S-2,1800000,,,,,1.0,"Jl. Gg. Cikutra Timur No. 51, MALANG"
KR-0380,SURABAYA-MALANG,05-01-2024,charter_harian,Karta Melani,08139616767,7,20:28,"Jl. Gang Ahmad Dahlan No. 168, SURABAYA",H-2,1900000,,,,,10.0,"Jl. Gang S. Parman No. 124, MALANG"
KR-0381,MALANG-JUANDA,15-06-2024,reguler,"Drs. Nilam Farida, S.Sos",08732555131,6,09:33,"Jl. Gang Dipenogoro No. 166, MALANG",H-2,1155000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0382,JUANDA-MALANG,13-06-2024,reguler,"Jaka Iswahyudi, S.Pt",08050913508,9,23:30,"Jl. Gang Wonoayu No. 81, JUANDA",Z-1,1920000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0383,SURABAYA-MALANG,25-10-2025,charter_harian,Bahuraksa Kusmawati,08843399049,5,00:12,"Jl. Jl. Raya Ujungberung No. 90, SURABAYA",Z-1,1800000,,,,,6.0,"Jl. Gang Pelajar Pejuang No. 166, MALANG"
KR-0384,MALANG-JUANDA,16-03-2025,charter_drop,Paulin Melani,08884275364,10,04:07,"Jl. Jl. Peta No. 172, MALANG",H-2,595000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0385,SURABAYA-MALANG,06-04-2024,charter_harian,Ayu Wijayanti,08908535927,3,17:06,"Jl. Gg. H.J Maemunah No. 12, SURABAYA",H-2,1000000,,,,,7.0,"Jl. Jalan Sadang Serang No. 61, MALANG"
KR-0386,JUANDA-MALANG,23-01-2025,charter_drop,Daryani Firmansyah,08266020023,3,21:52,"Jl. Jalan Erlangga No. 48, JUANDA",Z-1,520000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0387,MALANG-JUANDA,21-05-2024,charter_drop,Taswir Wijaya,08413164266,10,15:03,"Jl. Gg. S. Parman No. 128, MALANG",H-2,595000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0388,JUANDA-MALANG,06-03-2024,reguler,Rahmi Irawan,08492829959,8,23:52,"Jl. Jalan Erlangga No. 86, JUANDA",X-2,1715000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0389,SURABAYA-MALANG,30-06-2025,charter_harian,Tgk. Dasa Aryani,08958266383,9,07:32,"Jl. Jalan Ahmad Dahlan No. 268, SURABAYA",Z-1,1000000,,,,,3.0,"Jl. Gang Sentot Alibasa No. 7, MALANG"
KR-0390,MALANG-SURABAYA,16-05-2024,charter_harian,Cahyanto Safitri,08598589339,4,04:21,"Jl. Gg. BKR No. 163, MALANG",Z-1,1000000,,,,,4.0,"Jl. Gang Ciwastra No. 243, SURABAYA"
KR-0391,JUANDA-MALANG,27-12-2024,reguler,Hj. Zizi Dongoran,08384866426,8,01:17,"Jl. Gg. Pacuan Kuda No. 146, JUANDA",H-2,1565000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0392,MALANG-SURABAYA,10-08-2024,charter_harian,Farah Sitorus,08667196791,10,21:40,"Jl. Jl. Jayawijaya No. 288, MALANG",H-2,1600000,,,,,1.0,"Jl. Jalan Cikutra Timur No. 76, SURABAYA"
KR-0393,SURABAYA-MALANG,15-04-2025,charter_harian,Kenes Mulyani,08080787357,8,12:44,"Jl. Jalan Ronggowarsito No. 288, SURABAYA",Z-1,1000000,,,,,4.0,"Jl. Jalan Ir. H. Djuanda No. 219, MALANG"
KR-0394,MALANG-JUANDA,04-12-2024,reguler,"Tgk. Widya Nashiruddin, S.T.",08030516119,3,17:40,"Jl. Gg. Ahmad Yani No. 128, MALANG",Z-1,540000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0395,MALANG-SURABAYA,06-06-2024,charter_harian,Cayadi Budiman,08589042506,3,14:30,"Jl. Jl. Ronggowarsito No. 129, MALANG",Z-1,1200000,,,,,9.0,"Jl. Gg. Cikutra Timur No. 48, SURABAYA"
KR-0396,SURABAYA-MALANG,21-01-2024,charter_harian,"Puti Vicky Wijayanti, S.H.",08278772453,9,08:23,"Jl. Gang Waringin No. 177, SURABAYA",Z-1,1800000,,,,,6.0,"Jl. Jl. Ahmad Yani No. 268, MALANG"
KR-0397,SURABAYA-MALANG,21-05-2025,charter_harian,Nyana Handayani,08185823530,8,20:24,"Jl. Jalan W.R. Supratman No. 91, SURABAYA",Z-1,1600000,,,,,10.0,"Jl. Gang Asia Afrika No. 210, MALANG"
KR-0398,JUANDA-MALANG,16-08-2024,charter_drop,Arsipatra Setiawan,08935426950,3,16:14,"Jl. Jl. W.R. Supratman No. 162, JUANDA",H-2,420000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0399,SURABAYA-MALANG,10-07-2024,charter_harian,Drs. Taufan Astuti,08278217459,5,00:08,"Jl. Gang Sukabumi No. 134, SURABAYA",Z-1,1200000,,,,,2.0,"Jl. Jalan Bangka Raya No. 153, MALANG"
KR-0400,SURABAYA-MALANG,01-08-2025,charter_harian,Ilyas Habibi,08735523392,2,12:47,"Jl. Gang KH Amin Jasuta No. 89, SURABAYA",V-52,1800000,,,,,5.0,"Jl. Jl. Setiabudhi No. 271, MALANG"
KR-0401,MALANG-SURABAYA,13-02-2024,charter_harian,"drg. Nilam Kurniawan, S.Pd",08258684118,1,09:40,"Jl. Jalan Pacuan Kuda No. 116, MALANG",H-2,1200000,,,,,1.0,"Jl. Gang S. Parman No. 233, SURABAYA"
KR-0402,SURABAYA-MALANG,01-10-2024,charter_harian,H. Irfan Rahmawati,08086763564,1,20:54,"Jl. Jalan Kutai No. 20, SURABAYA",V-51,1100000,,,,,3.0,"Jl. Jl. Jayawijaya No. 174, MALANG"
KR-0403,SURABAYA-MALANG,10-07-2025,charter_harian,Narji Andriani,08819936985,4,05:20,"Jl. Gg. Kutisari Selatan No. 84, SURABAYA",V-52,650000,,,,,9.0,"Jl. Gang Moch. Ramdan No. 137, MALANG"
KR-0404,JUANDA-MALANG,09-11-2024,reguler,T. Wadi Utami,08739026813,2,10:21,"Jl. Jalan Jakarta No. 40, JUANDA",S-2,360000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0405,MALANG-SURABAYA,06-08-2024,charter_harian,Darijan Hidayat,08535344981,10,03:15,"Jl. Gg. Peta No. 118, MALANG",S-2,1200000,,,,,8.0,"Jl. Gang Monginsidi No. 138, SURABAYA"
KR-0406,SURABAYA-MALANG,07-02-2024,charter_harian,"Praba Gunawan, S.E.I",08959682074,2,04:42,"Jl. Jalan Cempaka No. 208, SURABAYA",S-2,1200000,,,,,9.0,"Jl. Gg. Jakarta No. 286, MALANG"
KR-0407,JUANDA-MALANG,23-10-2024,charter_drop,Najwa Dongoran,08580023881,8,16:35,"Jl. Jl. Tubagus Ismail No. 299, JUANDA",H-2,545000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0408,JUANDA-MALANG,24-07-2025,charter_drop,Ayu Megantara,08656536861,3,22:03,"Jl. Gg. Antapani Lama No. 62, JUANDA",H-2,570000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0409,MALANG-JUANDA,28-02-2024,charter_drop,Faizah Pradana,08455599379,1,11:39,"Jl. Jalan Gardujati No. 67, MALANG",V-50,395000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0410,MALANG-SURABAYA,23-04-2025,charter_harian,"dr. Hamima Habibi, S.Sos",08895400257,9,15:50,"Jl. Gg. M.H Thamrin No. 66, MALANG",Z-1,1500000,,,,,6.0,"Jl. Jl. Sukajadi No. 155, SURABAYA"
KR-0411,SURABAYA-MALANG,14-07-2024,charter_harian,Hasim Saptono,08530228089,7,02:02,"Jl. Jl. M.H Thamrin No. 158, SURABAYA",Z-1,1200000,,,,,4.0,"Jl. Jalan Kendalsari No. 287, MALANG"
KR-0412,MALANG-SURABAYA,13-05-2024,charter_harian,Clara Haryanti,08799172617,4,11:21,"Jl. Gang Rawamangun No. 139, MALANG",R-1,1800000,,,,,8.0,"Jl. Gg. Rumah Sakit No. 13, SURABAYA"
KR-0413,MALANG-SURABAYA,11-11-2025,charter_harian,Kani Palastri,08625700209,3,13:41,"Jl. Gang Surapati No. 164, MALANG",Z-1,1200000,,,,,5.0,"Jl. Jl. Moch. Ramdan No. 60, SURABAYA"
KR-0414,JUANDA-MALANG,15-08-2025,reguler,"Ir. Cinthia Wijaya, S.Ked",08841653744,9,21:33,"Jl. Jl. Joyoboyo No. 43, JUANDA",V-51,1870000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0415,SURABAYA-MALANG,28-08-2025,charter_harian,Karja Sitorus,08140171211,7,13:40,"Jl. Jalan Waringin No. 259, SURABAYA",H-2,1800000,,,,,3.0,"Jl. Jalan Tebet Barat Dalam No. 163, MALANG"
KR-0416,MALANG-JUANDA,03-09-2024,reguler,Tgk. Karya Ardianto,08164518382,8,22:51,"Jl. Gg. Siliwangi No. 239, MALANG",R-1,1715000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0417,MALANG-JUANDA,18-07-2025,charter_drop,"Mutia Mardhiyah, M.Ak",08366770897,5,09:56,"Jl. Jalan Monginsidi No. 74, MALANG",R-1,470000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0418,MALANG-JUANDA,26-03-2025,charter_drop,Queen Hastuti,08511590129,7,07:30,"Jl. Jl. Medokan Ayu No. 132, MALANG",H-2,900000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0419,MALANG-JUANDA,17-09-2025,reguler,Hilda Uwais,08377291680,1,21:57,"Jl. Jl. Cikapayang No. 90, MALANG",H-2,280000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0420,MALANG-SURABAYA,08-07-2024,charter_harian,"R. Yoga Pratiwi, S.E.",08854301911,10,19:23,"Jl. Gang Ir. H. Djuanda No. 221, MALANG",X-2,1850000,,,,,6.0,"Jl. Gg. Raya Setiabudhi No. 99, SURABAYA"
KR-0421,MALANG-SURABAYA,05-03-2024,charter_harian,"Lamar Mahendra, S.H.",08684634452,7,08:04,"Jl. Gang Jend. Sudirman No. 197, MALANG",Z-1,1200000,,,,,9.0,"Jl. Gg. Bangka Raya No. 89, SURABAYA"
KR-0422,MALANG-SURABAYA,13-01-2025,charter_harian,Elma Pratiwi,08156087874,7,06:04,"Jl. Jalan Tebet Barat Dalam No. 148, MALANG",H-2,1200000,,,,,2.0,"Jl. Jl. Ahmad Yani No. 89, SURABAYA"
KR-0423,MALANG-JUANDA,07-08-2024,charter_drop,Kani Melani,08071948996,5,19:36,"Jl. Jalan H.J Maemunah No. 215, MALANG",H-2,520000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0424,MALANG-JUANDA,09-04-2025,reguler,Drs. Anastasia Wijayanti,08863313282,5,05:34,"Jl. Gg. S. Parman No. 242, MALANG",Z-1,950000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0425,MALANG-SURABAYA,15-05-2025,charter_harian,"Sutan Bahuwarna Tarihoran, S.Pt",08877573969,8,11:05,"Jl. Jalan Jend. A. Yani No. 93, MALANG",X-2,1800000,,,,,5.0,"Jl. Jalan M.H Thamrin No. 218, SURABAYA"
KR-0426,SURABAYA-MALANG,07-08-2025,charter_harian,Jamal Sihotang,08197574845,6,18:14,"Jl. Jl. Sentot Alibasa No. 27, SURABAYA",H-2,1850000,,,,,7.0,"Jl. Jalan Gegerkalong Hilir No. 123, MALANG"
KR-0427,SURABAYA-MALANG,19-04-2024,charter_harian,Ghaliyati Waluyo,08535319555,1,16:51,"Jl. Gang Bangka Raya No. 196, SURABAYA",H-2,1200000,,,,,5.0,"Jl. Gg. Joyoboyo No. 272, MALANG"
KR-0428,JUANDA-MALANG,03-07-2024,charter_drop,Dr. Wardi Widodo,08211377782,3,03:53,"Jl. Gang Dipenogoro No. 135, JUANDA",V-50,420000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0429,JUANDA-MALANG,08-05-2025,charter_drop,"Kamal Pradipta, S.Pd",08892359361,6,01:22,"Jl. Jl. Raya Ujungberung No. 247, JUANDA",Z-1,495000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0430,MALANG-SURABAYA,14-09-2025,charter_harian,Olivia Wahyuni,08280608273,7,15:53,"Jl. Gang H.J Maemunah No. 173, MALANG",H-2,1000000,,,,,1.0,"Jl. Jalan Ciwastra No. 174, SURABAYA"
KR-0431,MALANG-SURABAYA,31-08-2024,charter_harian,"Ratih Habibi, M.Pd",08361249376,2,15:24,"Jl. Jl. Astana Anyar No. 207, MALANG",Z-1,1200000,,,,,6.0,"Jl. Gang Cikutra Barat No. 257, SURABAYA"
KR-0432,MALANG-SURABAYA,31-08-2025,charter_harian,Pia Mulyani,08607725392,9,10:37,"Jl. Jalan Waringin No. 108, MALANG",H-2,1000000,,,,,2.0,"Jl. Gg. Laswi No. 250, SURABAYA"
KR-0433,MALANG-SURABAYA,17-09-2024,charter_harian,"dr. Rika Widiastuti, S.Kom",08710899652,7,14:09,"Jl. Gang Gardujati No. 71, MALANG",H-2,1500000,,,,,1.0,"Jl. Gg. K.H. Wahid Hasyim No. 225, SURABAYA"
KR-0434,MALANG-JUANDA,13-05-2025,reguler,"dr. Balamantri Tamba, S.IP",08526987554,6,01:28,"Jl. Jalan Rungkut Industri No. 72, MALANG",Z-1,1155000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0435,MALANG-SURABAYA,03-04-2025,charter_harian,Salsabila Najmudin,08033560433,5,18:12,"Jl. Jl. Suryakencana No. 147, MALANG",V-52,1250000,,,,,2.0,"Jl. Gg. Gegerkalong Hilir No. 166, SURABAYA"
KR-0436,SURABAYA-MALANG,13-04-2024,charter_harian,T. Luthfi Purwanti,08606813226,2,10:04,"Jl. Gang H.J Maemunah No. 181, SURABAYA",H-2,1200000,,,,,3.0,"Jl. Gang Pacuan Kuda No. 264, MALANG"
KR-0437,MALANG-JUANDA,26-11-2024,charter_drop,Yoga Astuti,08899015944,5,00:58,"Jl. Gang Jakarta No. 79, MALANG",H-2,470000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0438,SURABAYA-MALANG,25-03-2024,charter_harian,Victoria Pertiwi,08529245185,8,14:38,"Jl. Gang Jend. Sudirman No. 277, SURABAYA",H-2,1500000,,,,,8.0,"Jl. Gg. Stasiun Wonokromo No. 32, MALANG"
KR-0439,MALANG-JUANDA,04-12-2024,charter_drop,Kawaya Astuti,08061904144,10,22:52,"Jl. Gg. Moch. Toha No. 244, MALANG",X-2,745000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0440,MALANG-JUANDA,13-09-2025,charter_drop,Sidiq Saefullah,08290963900,9,14:29,"Jl. Jalan Sentot Alibasa No. 220, MALANG",Z-1,570000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0441,MALANG-JUANDA,29-02-2024,charter_drop,Jail Sihotang,08443878806,1,20:51,"Jl. Gang Suniaraja No. 279, MALANG",H-2,495000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0442,MALANG-SURABAYA,11-08-2024,charter_harian,"Syahrini Riyanti, M.Pd",08033438780,9,14:50,"Jl. Gg. Moch. Toha No. 275, MALANG",S-2,650000,,,,,1.0,"Jl. Gg. Setiabudhi No. 104, SURABAYA"
KR-0443,SURABAYA-MALANG,06-10-2024,charter_harian,"Tgk. Okto Pangestu, M.M.",08675894547,8,09:32,"Jl. Jalan Rajiman No. 159, SURABAYA",Z-1,1800000,,,,,3.0,"Jl. Gang Kutai No. 29, MALANG"
KR-0444,JUANDA-MALANG,09-01-2024,charter_drop,"Lala Melani, S.Sos",08811913012,1,03:02,"Jl. Gang Sukajadi No. 125, JUANDA",Z-1,395000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0445,JUANDA-MALANG,08-04-2024,charter_drop,"Puput Saragih, S.H.",08222258320,4,04:22,"Jl. Jalan Raya Ujungberung No. 273, JUANDA",Z-1,445000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0446,MALANG-SURABAYA,03-01-2024,charter_harian,Ratih Megantara,08517985107,4,08:23,"Jl. Jl. Kutisari Selatan No. 123, MALANG",Z-1,1200000,,,,,5.0,"Jl. Gang Kapten Muslihat No. 180, SURABAYA"
KR-0447,JUANDA-MALANG,02-05-2024,reguler,Galih Halim,08341777020,10,01:57,"Jl. Gang KH Amin Jasuta No. 259, JUANDA",H-2,1975000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0448,SURABAYA-MALANG,24-10-2024,charter_harian,Lukita Mayasari,08174379870,10,06:15,"Jl. Gang S. Parman No. 279, SURABAYA",H-2,650000,,,,,9.0,"Jl. Jalan HOS. Cokroaminoto No. 2, MALANG"
KR-0449,MALANG-SURABAYA,19-02-2025,charter_harian,"R.M. Mujur Prayoga, M.M.",08313338899,9,02:31,"Jl. Jalan Otto Iskandardinata No. 248, MALANG",H-2,1800000,,,,,7.0,"Jl. Gg. M.T Haryono No. 88, SURABAYA"
KR-0450,MALANG-JUANDA,25-09-2025,reguler,Umay Tamba,08182711020,5,04:38,"Jl. Gang Pasirkoja No. 54, MALANG",V-50,950000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0451,MALANG-JUANDA,29-05-2024,reguler,Irma Nasyiah,08679626102,6,19:55,"Jl. Gg. Rungkut Industri No. 103, MALANG",H-2,1205000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0452,MALANG-JUANDA,20-05-2025,reguler,"Cut Ayu Hartati, M.Farm",08519469379,9,09:01,"Jl. Jl. Monginsidi No. 191, MALANG",X-2,1770000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0453,MALANG-SURABAYA,26-04-2024,charter_harian,Ira Sihotang,08793929938,3,16:51,"Jl. Jl. Moch. Toha No. 177, MALANG",R-1,1000000,,,,,1.0,"Jl. Gang Ciumbuleuit No. 186, SURABAYA"
KR-0454,JUANDA-MALANG,25-03-2024,reguler,"Eko Tarihoran, S.Psi",08990366752,8,05:12,"Jl. Jl. Kutai No. 103, JUANDA",S-2,1565000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0455,MALANG-JUANDA,10-11-2024,reguler,"Sutan Prakosa Lailasari, S.Pt",08690798829,4,19:13,"Jl. Jl. Kutisari Selatan No. 184, MALANG",V-52,795000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0456,JUANDA-MALANG,25-07-2024,charter_drop,Radit Ramadan,08261632462,3,02:53,"Jl. Jalan R.E Martadinata No. 297, JUANDA",Z-1,420000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0457,SURABAYA-MALANG,26-08-2024,charter_harian,Hesti Mandasari,08914990163,8,13:01,"Jl. Jalan Asia Afrika No. 172, SURABAYA",R-1,1200000,,,,,9.0,"Jl. Jl. Gegerkalong Hilir No. 229, MALANG"
